dayN,hourN,gtilt_Wm2,eta_th,pvt_dc_kWh,pvt_ac_kWh,pv_only_dc_kWh,pv_only_ac_kWh,th_kWh,totalFlow_kg_hr,Tin_C,Tout_C,pv_panel_C,pvt_panel_C,pv_factor,pvt_factor,ac_delivery_factor,daytime_temp_sample
1,12,874.77,0.25,3.42,2.82,3.13,2.58,4.46,1440.00,22.72,25.38,51.70,30.53,0.8932,0.9779,0.8256,1
1,13,901.04,0.25,3.52,2.91,3.21,2.65,4.57,1440.00,22.72,25.45,52.47,30.78,0.8901,0.9769,0.8256,1
1,14,852.19,0.25,3.34,2.75,3.06,2.52,4.32,1440.00,22.72,25.30,50.88,30.35,0.8965,0.9786,0.8256,1
1,15,790.89,0.25,3.10,2.56,2.86,2.36,4.02,1440.00,22.72,25.12,48.91,29.81,0.9044,0.9808,0.8256,1
1,16,565.00,0.26,2.23,1.85,2.11,1.74,2.95,1440.00,22.72,24.48,41.80,27.79,0.9328,0.9888,0.8256,1
1,17,466.56,0.27,1.85,1.53,1.76,1.46,2.47,1440.00,22.72,24.20,38.66,26.91,0.9454,0.9924,0.8256,1
1,18,315.54,0.28,1.26,1.04,1.22,1.01,1.75,1440.00,22.72,23.77,33.88,25.56,0.9645,0.9978,0.8256,0
1,19,131.34,0.33,0.53,0.44,0.52,0.43,0.88,1440.00,22.72,23.25,28.07,23.90,0.9877,1.0044,0.8256,0
1,20,28.23,0.30,0.11,0.09,0.11,0.09,0.17,1440.00,22.72,22.82,23.74,22.95,1.0050,1.0082,0.8256,0
1,21,0.09,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.72,22.72,22.93,22.92,1.0083,1.0083,0.8256,0
1,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.72,,22.07,22.07,1.0117,1.0117,0.8256,0
1,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.72,,21.90,21.90,1.0124,1.0124,0.8256,0
1,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.72,,21.59,21.59,1.0136,1.0136,0.8256,0
2,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,21.55,21.55,1.0138,1.0138,0.8256,0
2,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,21.40,21.40,1.0144,1.0144,0.8256,0
2,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,21.04,21.04,1.0158,1.0158,0.8256,0
2,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,20.96,20.96,1.0162,1.0162,0.8256,0
2,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,20.79,20.79,1.0168,1.0168,0.8256,0
2,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,20.58,20.58,1.0177,1.0177,0.8256,0
2,7,31.56,0.00,0.13,0.11,0.13,0.11,0.00,,22.74,,21.55,21.55,1.0138,1.0138,0.8256,0
2,8,74.25,0.00,0.30,0.25,0.30,0.25,0.00,1440.00,22.74,22.74,23.28,23.27,1.0069,1.0069,0.8256,0
2,9,285.72,0.19,1.14,0.94,1.12,0.92,1.11,1440.00,22.74,23.40,29.95,24.70,0.9802,1.0012,0.8256,0
2,10,446.31,0.25,1.78,1.47,1.71,1.41,2.20,1440.00,22.74,24.06,36.21,25.75,0.9552,0.9970,0.8256,0
2,11,629.23,0.26,2.50,2.06,2.34,1.93,3.27,1440.00,22.74,24.69,42.23,26.71,0.9311,0.9931,0.8256,1
2,12,754.61,0.26,2.98,2.46,2.76,2.28,3.97,1440.00,22.74,25.11,46.71,27.87,0.9132,0.9885,0.8256,1
2,13,834.82,0.26,3.28,2.71,3.01,2.48,4.33,1440.00,22.74,25.33,49.84,29.26,0.9006,0.9830,0.8256,1
2,14,931.67,0.25,3.64,3.00,3.31,2.73,4.67,1440.00,22.74,25.53,53.06,30.90,0.8877,0.9764,0.8256,1
2,15,856.90,0.25,3.35,2.77,3.07,2.54,4.28,1440.00,22.74,25.30,50.88,30.57,0.8965,0.9777,0.8256,1
2,16,755.98,0.25,2.97,2.45,2.75,2.27,3.83,1440.00,22.74,25.03,47.78,29.60,0.9089,0.9816,0.8256,1
2,17,460.61,0.26,1.83,1.51,1.74,1.44,2.38,1440.00,22.74,24.16,38.28,27.00,0.9469,0.9920,0.8256,1
2,18,327.64,0.24,1.31,1.08,1.27,1.05,1.60,1440.00,22.74,23.70,33.42,25.80,0.9663,0.9968,0.8256,0
2,19,146.67,0.25,0.59,0.49,0.58,0.48,0.72,1440.00,22.74,23.17,27.51,24.10,0.9899,1.0036,0.8256,0
2,20,31.72,0.21,0.13,0.11,0.13,0.11,0.13,1440.00,22.74,22.82,23.66,23.03,1.0054,1.0079,0.8256,0
2,21,0.24,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.74,22.74,22.84,22.81,1.0087,1.0087,0.8256,0
2,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,22.31,22.31,1.0108,1.0108,0.8256,0
2,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,22.12,22.12,1.0115,1.0115,0.8256,0
2,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.74,,21.78,21.78,1.0129,1.0129,0.8256,0
3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,21.87,21.87,1.0125,1.0125,0.8256,0
3,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,21.69,21.69,1.0132,1.0132,0.8256,0
3,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,20.98,20.98,1.0161,1.0161,0.8256,0
3,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,21.04,21.04,1.0158,1.0158,0.8256,0
3,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,20.22,20.22,1.0191,1.0191,0.8256,0
3,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,20.14,20.14,1.0194,1.0194,0.8256,0
3,7,30.14,0.00,0.12,0.10,0.12,0.10,0.00,,22.76,,21.63,21.63,1.0135,1.0135,0.8256,0
3,8,83.99,0.00,0.34,0.28,0.34,0.28,0.00,,22.76,,23.19,23.19,1.0072,1.0072,0.8256,0
3,9,284.43,0.12,1.13,0.94,1.12,0.92,0.68,1440.00,22.76,23.17,29.31,26.06,0.9828,0.9958,0.8256,0
3,10,410.13,0.17,1.62,1.34,1.58,1.30,1.42,1440.00,22.76,23.61,34.36,27.62,0.9626,0.9895,0.8256,0
3,11,468.45,0.18,1.85,1.53,1.79,1.48,1.70,1440.00,22.76,23.77,36.29,28.24,0.9548,0.9871,0.8256,1
3,12,570.84,0.18,2.24,1.85,2.15,1.78,2.09,1440.00,22.76,24.00,39.22,29.31,0.9431,0.9827,0.8256,1
3,13,780.16,0.19,3.04,2.51,2.86,2.36,3.00,1440.00,22.76,24.55,45.88,31.63,0.9165,0.9735,0.8256,1
3,14,730.34,0.20,2.85,2.36,2.69,2.22,2.86,1440.00,22.76,24.47,44.41,30.83,0.9223,0.9767,0.8256,1
3,15,759.21,0.20,2.96,2.45,2.79,2.30,3.02,1440.00,22.76,24.57,45.40,31.03,0.9184,0.9759,0.8256,1
3,16,642.25,0.20,2.52,2.08,2.40,1.98,2.52,1440.00,22.76,24.26,41.85,29.89,0.9326,0.9804,0.8256,1
3,17,535.82,0.18,2.11,1.74,2.03,1.68,1.97,1440.00,22.76,23.94,38.31,28.94,0.9467,0.9842,0.8256,1
3,18,281.37,0.16,1.12,0.93,1.10,0.91,0.87,1440.00,22.76,23.28,30.10,25.96,0.9796,0.9962,0.8256,0
3,19,147.59,0.11,0.59,0.49,0.59,0.49,0.33,1440.00,22.76,22.96,25.88,24.31,0.9965,1.0028,0.8256,0
3,20,32.13,0.00,0.13,0.11,0.13,0.11,0.00,,22.76,,22.03,22.03,1.0119,1.0119,0.8256,0
3,21,0.19,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,21.06,21.06,1.0158,1.0158,0.8256,0
3,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,20.79,20.79,1.0168,1.0168,0.8256,0
3,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,20.63,20.63,1.0175,1.0175,0.8256,0
3,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.76,,20.43,20.43,1.0183,1.0183,0.8256,0
4,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,20.40,20.40,1.0184,1.0184,0.8256,0
4,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,20.31,20.31,1.0188,1.0188,0.8256,0
4,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,20.08,20.08,1.0197,1.0197,0.8256,0
4,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,20.04,20.04,1.0198,1.0198,0.8256,0
4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,19.96,19.96,1.0202,1.0202,0.8256,0
4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,19.77,19.77,1.0209,1.0209,0.8256,0
4,7,25.03,0.00,0.10,0.08,0.10,0.08,0.00,,22.78,,20.47,20.47,1.0181,1.0181,0.8256,0
4,8,84.23,0.00,0.34,0.28,0.34,0.28,0.00,,22.78,,22.43,22.43,1.0103,1.0103,0.8256,0
4,9,280.92,0.12,1.12,0.93,1.11,0.91,0.69,1440.00,22.78,23.19,28.59,25.33,0.9856,0.9987,0.8256,0
4,10,367.54,0.17,1.47,1.21,1.43,1.18,1.27,1440.00,22.78,23.53,31.62,25.60,0.9735,0.9976,0.8256,0
4,11,373.66,0.18,1.49,1.23,1.45,1.20,1.33,1440.00,22.78,23.57,31.93,25.59,0.9723,0.9976,0.8256,1
4,12,344.17,0.18,1.37,1.13,1.34,1.11,1.23,1440.00,22.78,23.51,31.18,25.35,0.9753,0.9986,0.8256,1
4,13,447.73,0.20,1.78,1.47,1.72,1.42,1.82,1440.00,22.78,23.86,34.82,26.20,0.9607,0.9952,0.8256,1
4,14,435.28,0.21,1.73,1.43,1.67,1.38,1.81,1440.00,22.78,23.86,34.75,26.15,0.9610,0.9954,0.8256,1
4,15,470.70,0.22,1.87,1.54,1.80,1.48,2.08,1440.00,22.78,24.02,36.42,26.53,0.9543,0.9939,0.8256,1
4,16,535.54,0.22,2.12,1.75,2.03,1.67,2.37,1440.00,22.78,24.19,38.50,27.24,0.9460,0.9910,0.8256,1
4,17,501.18,0.22,1.99,1.64,1.90,1.57,2.23,1440.00,22.78,24.11,37.72,27.14,0.9491,0.9914,0.8256,1
4,18,322.34,0.21,1.29,1.06,1.25,1.03,1.37,1440.00,22.78,23.59,32.03,25.53,0.9719,0.9979,0.8256,0
4,19,192.61,0.19,0.77,0.64,0.76,0.63,0.75,1440.00,22.78,23.22,27.92,24.36,0.9883,1.0026,0.8256,0
4,20,34.16,0.00,0.14,0.11,0.14,0.11,0.00,,22.78,,22.77,22.77,1.0089,1.0089,0.8256,0
4,21,0.28,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,21.69,21.69,1.0132,1.0132,0.8256,0
4,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,20.25,20.25,1.0190,1.0190,0.8256,0
4,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,19.97,19.97,1.0201,1.0201,0.8256,0
4,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.78,,19.37,19.37,1.0225,1.0225,0.8256,0
5,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,19.47,19.47,1.0221,1.0221,0.8256,0
5,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,19.41,19.41,1.0224,1.0224,0.8256,0
5,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,19.02,19.02,1.0239,1.0239,0.8256,0
5,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,18.74,18.74,1.0250,1.0250,0.8256,0
5,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,18.31,18.31,1.0268,1.0268,0.8256,0
5,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,17.94,17.94,1.0282,1.0282,0.8256,0
5,7,28.96,0.00,0.12,0.10,0.12,0.10,0.00,,22.79,,18.91,18.91,1.0244,1.0244,0.8256,0
5,8,67.67,0.00,0.27,0.23,0.27,0.23,0.00,,22.79,,21.01,21.01,1.0159,1.0159,0.8256,0
5,9,343.40,0.16,1.37,1.14,1.35,1.11,1.08,1440.00,22.79,23.44,29.89,24.78,0.9804,1.0009,0.8256,0
5,10,584.96,0.22,2.33,1.92,2.21,1.82,2.60,1440.00,22.79,24.34,38.91,26.57,0.9444,0.9937,0.8256,0
5,11,788.27,0.24,3.12,2.57,2.89,2.38,3.81,1440.00,22.79,25.07,46.00,27.93,0.9160,0.9883,0.8256,1
5,12,938.16,0.25,3.69,3.05,3.35,2.77,4.74,1440.00,22.79,25.62,51.71,29.21,0.8932,0.9831,0.8256,1
5,13,1019.38,0.25,3.99,3.29,3.59,2.96,5.19,1440.00,22.79,25.89,55.09,30.42,0.8797,0.9783,0.8256,1
5,14,1020.77,0.25,3.98,3.29,3.59,2.96,5.04,1440.00,22.79,25.80,55.30,31.36,0.8788,0.9746,0.8256,1
5,15,892.63,0.24,3.48,2.88,3.19,2.63,4.32,1440.00,22.79,25.37,51.56,31.04,0.8937,0.9758,0.8256,1
5,16,781.60,0.24,3.06,2.52,2.84,2.34,3.70,1440.00,22.79,25.00,48.14,30.56,0.9074,0.9778,0.8256,1
5,17,547.32,0.23,2.16,1.78,2.05,1.69,2.57,1440.00,22.79,24.33,40.63,28.43,0.9375,0.9863,0.8256,1
5,18,341.97,0.22,1.36,1.12,1.32,1.09,1.53,1440.00,22.79,23.71,33.60,26.34,0.9656,0.9947,0.8256,0
5,19,187.83,0.23,0.75,0.62,0.74,0.61,0.86,1440.00,22.79,23.30,28.78,24.72,0.9849,1.0011,0.8256,0
5,20,34.22,0.20,0.14,0.11,0.14,0.11,0.14,1440.00,22.79,22.87,23.80,23.14,1.0048,1.0074,0.8256,0
5,21,0.28,1.00,0.00,0.00,0.00,0.00,0.01,1440.00,22.79,22.79,22.88,22.85,1.0085,1.0086,0.8256,0
5,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,22.04,22.04,1.0118,1.0118,0.8256,0
5,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,21.88,21.88,1.0125,1.0125,0.8256,0
5,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.79,,21.32,21.32,1.0147,1.0147,0.8256,0
6,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,21.21,21.21,1.0152,1.0152,0.8256,0
6,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,21.08,21.08,1.0157,1.0157,0.8256,0
6,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,21.00,21.00,1.0160,1.0160,0.8256,0
6,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,21.44,21.44,1.0142,1.0142,0.8256,0
6,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,21.26,21.26,1.0150,1.0150,0.8256,0
6,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,20.87,20.87,1.0165,1.0165,0.8256,0
6,7,27.40,0.00,0.11,0.09,0.11,0.09,0.00,,22.81,,21.61,21.61,1.0136,1.0136,0.8256,0
6,8,61.52,0.00,0.25,0.20,0.25,0.20,0.00,,22.81,,22.97,22.97,1.0081,1.0081,0.8256,0
6,9,341.34,0.20,1.36,1.13,1.33,1.10,1.36,1440.00,22.81,23.62,31.70,25.25,0.9732,0.9990,0.8256,0
6,10,559.62,0.26,2.22,1.84,2.10,1.74,2.88,1440.00,22.81,24.53,40.19,26.52,0.9392,0.9939,0.8256,0
6,11,781.70,0.27,3.09,2.55,2.84,2.35,4.15,1440.00,22.81,25.29,47.75,28.03,0.9090,0.9879,0.8256,1
6,12,925.47,0.27,3.64,3.00,3.28,2.71,5.07,1440.00,22.81,25.84,53.47,29.39,0.8861,0.9825,0.8256,1
6,13,1014.74,0.27,3.96,3.27,3.54,2.92,5.48,1440.00,22.81,26.08,56.88,30.84,0.8725,0.9767,0.8256,1
6,14,1001.46,0.27,3.90,3.22,3.50,2.89,5.35,1440.00,22.81,26.00,56.79,31.36,0.8729,0.9745,0.8256,1
6,15,932.32,0.27,3.64,3.00,3.27,2.70,5.09,1440.00,22.81,25.85,55.46,31.27,0.8782,0.9749,0.8256,1
6,16,809.17,0.27,3.16,2.61,2.89,2.39,4.42,1440.00,22.81,25.45,51.85,30.85,0.8926,0.9766,0.8256,1
6,17,597.21,0.29,2.35,1.94,2.19,1.81,3.43,1440.00,22.81,24.86,45.46,29.15,0.9181,0.9834,0.8256,1
6,18,412.43,0.31,1.63,1.35,1.55,1.28,2.57,1440.00,22.81,24.34,39.55,27.34,0.9418,0.9906,0.8256,0
6,19,193.31,0.43,0.77,0.64,0.75,0.62,1.65,1440.00,22.81,23.79,32.79,24.94,0.9688,1.0002,0.8256,0
6,20,33.22,1.00,0.13,0.11,0.13,0.11,0.66,1440.00,22.81,23.20,27.68,24.52,0.9893,1.0019,0.8256,0
6,21,0.28,1.00,0.00,0.00,0.00,0.00,0.01,1440.00,22.81,22.81,26.84,26.81,0.9926,0.9928,0.8256,0
6,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,25.72,25.72,0.9971,0.9971,0.8256,0
6,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,25.50,25.50,0.9980,0.9980,0.8256,0
6,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.81,,24.92,24.92,1.0003,1.0003,0.8256,0
7,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,24.72,24.72,1.0011,1.0011,0.8256,0
7,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,24.34,24.34,1.0026,1.0026,0.8256,0
7,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,23.60,23.60,1.0056,1.0056,0.8256,0
7,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,23.34,23.34,1.0066,1.0066,0.8256,0
7,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,23.13,23.13,1.0075,1.0075,0.8256,0
7,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,22.88,22.88,1.0085,1.0085,0.8256,0
7,7,26.12,0.25,0.11,0.09,0.11,0.09,0.13,1440.00,22.82,22.90,23.65,23.02,1.0054,1.0079,0.8256,0
7,8,59.25,0.38,0.24,0.20,0.24,0.20,0.46,1440.00,22.82,23.09,25.42,23.26,0.9983,1.0070,0.8256,0
7,9,338.36,0.30,1.35,1.12,1.30,1.07,2.00,1440.00,22.82,24.02,34.91,25.40,0.9603,0.9984,0.8256,0
7,10,579.50,0.35,2.30,1.90,2.12,1.75,4.05,1440.00,22.82,25.24,46.54,27.31,0.9138,0.9908,0.8256,0
7,11,785.00,0.35,3.09,2.55,2.77,2.28,5.45,1440.00,22.82,26.07,54.77,28.90,0.8809,0.9844,0.8256,1
7,12,933.39,0.36,3.67,3.03,3.19,2.64,6.67,1440.00,22.82,26.80,61.19,29.50,0.8552,0.9820,0.8256,1
7,13,958.15,0.37,3.77,3.11,3.25,2.68,7.14,1440.00,22.82,27.09,62.89,28.97,0.8484,0.9841,0.8256,1
7,14,825.04,0.39,3.25,2.68,2.84,2.35,6.46,1440.00,22.82,26.68,59.49,28.82,0.8620,0.9847,0.8256,1
7,15,675.64,0.39,2.66,2.20,2.39,1.97,5.30,1440.00,22.82,25.98,53.74,28.59,0.8850,0.9856,0.8256,1
7,16,475.20,0.43,1.88,1.55,1.74,1.43,4.07,1440.00,22.82,25.25,46.68,27.36,0.9133,0.9906,0.8256,1
7,17,531.86,0.39,2.10,1.73,1.93,1.59,4.18,1440.00,22.82,25.32,48.09,28.24,0.9076,0.9870,0.8256,1
7,18,358.09,0.46,1.42,1.18,1.33,1.10,3.31,1440.00,22.82,24.80,42.11,26.40,0.9316,0.9944,0.8256,0
7,19,182.58,0.62,0.73,0.60,0.70,0.58,2.26,1440.00,22.82,24.17,35.04,24.30,0.9599,1.0028,0.8256,0
7,20,35.74,1.00,0.14,0.12,0.14,0.12,0.71,1440.00,22.82,23.25,28.88,25.48,0.9845,0.9981,0.8256,0
7,21,0.24,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.82,22.82,25.99,25.96,0.9961,0.9961,0.8256,0
7,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,23.02,23.02,1.0079,1.0079,0.8256,0
7,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,22.97,22.97,1.0081,1.0081,0.8256,0
7,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.82,,22.87,22.87,1.0085,1.0085,0.8256,0
8,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,22.77,22.77,1.0089,1.0089,0.8256,0
8,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,22.59,22.59,1.0096,1.0096,0.8256,0
8,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,22.41,22.41,1.0104,1.0104,0.8256,0
8,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,22.48,22.48,1.0101,1.0101,0.8256,0
8,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,22.40,22.40,1.0104,1.0104,0.8256,0
8,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,22.47,22.47,1.0101,1.0101,0.8256,0
8,7,36.39,0.06,0.15,0.12,0.15,0.12,0.04,1440.00,22.83,22.85,23.29,23.09,1.0069,1.0076,0.8256,0
8,8,112.58,0.23,0.45,0.37,0.45,0.37,0.52,1440.00,22.83,23.14,26.12,23.64,0.9955,1.0055,0.8256,0
8,9,248.59,0.26,1.00,0.82,0.97,0.80,1.28,1440.00,22.83,23.60,30.49,24.40,0.9780,1.0024,0.8256,0
8,10,330.00,0.32,1.32,1.09,1.27,1.05,2.12,1440.00,22.83,24.10,34.84,24.76,0.9606,1.0010,0.8256,0
8,11,443.38,0.32,1.77,1.46,1.67,1.38,2.82,1440.00,22.83,24.52,39.09,25.68,0.9437,0.9973,0.8256,1
8,12,592.98,0.32,2.36,1.94,2.19,1.80,3.78,1440.00,22.83,25.09,44.68,26.73,0.9213,0.9931,0.8256,1
8,13,827.68,0.31,3.27,2.70,2.95,2.43,5.06,1440.00,22.83,25.85,52.30,28.27,0.8908,0.9869,0.8256,1
8,14,907.35,0.29,3.56,2.94,3.20,2.64,5.35,1440.00,22.83,26.02,54.91,29.53,0.8803,0.9819,0.8256,1
8,15,713.76,0.30,2.81,2.32,2.58,2.13,4.35,1440.00,22.83,25.43,49.33,28.67,0.9027,0.9853,0.8256,1
8,16,337.84,0.36,1.35,1.11,1.28,1.06,2.46,1440.00,22.83,24.30,37.64,25.97,0.9495,0.9961,0.8256,1
8,17,328.10,0.34,1.31,1.08,1.25,1.03,2.24,1440.00,22.83,24.17,36.70,26.06,0.9532,0.9958,0.8256,1
8,18,275.02,0.33,1.10,0.91,1.06,0.88,1.79,1440.00,22.83,23.90,34.06,25.55,0.9637,0.9978,0.8256,0
8,19,123.74,0.46,0.50,0.41,0.49,0.40,1.14,1440.00,22.83,23.51,29.36,23.94,0.9826,1.0042,0.8256,0
8,20,34.78,1.00,0.14,0.12,0.14,0.11,0.70,1440.00,22.83,23.25,26.74,23.43,0.9931,1.0063,0.8256,0
8,21,0.19,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.83,22.83,25.46,25.44,0.9982,0.9982,0.8256,0
8,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,24.53,24.53,1.0019,1.0019,0.8256,0
8,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,24.03,24.03,1.0039,1.0039,0.8256,0
8,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.83,,23.65,23.65,1.0054,1.0054,0.8256,0
9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,23.47,23.47,1.0061,1.0061,0.8256,0
9,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,23.26,23.26,1.0070,1.0070,0.8256,0
9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,23.02,23.02,1.0079,1.0079,0.8256,0
9,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,22.89,22.89,1.0084,1.0084,0.8256,0
9,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,22.77,22.77,1.0089,1.0089,0.8256,0
9,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,22.56,22.56,1.0098,1.0098,0.8256,0
9,7,19.02,0.14,0.08,0.06,0.08,0.06,0.05,1440.00,22.84,22.87,23.23,22.98,1.0071,1.0081,0.8256,0
9,8,80.97,0.26,0.33,0.27,0.32,0.27,0.42,1440.00,22.84,23.09,25.30,23.32,0.9988,1.0067,0.8256,0
9,9,235.13,0.25,0.94,0.78,0.92,0.76,1.18,1440.00,22.84,23.54,30.01,24.42,0.9800,1.0023,0.8256,0
9,10,425.46,0.24,1.69,1.40,1.62,1.34,2.02,1440.00,22.84,24.05,36.31,26.73,0.9548,0.9931,0.8256,0
9,11,479.23,0.25,1.90,1.57,1.81,1.50,2.41,1440.00,22.84,24.28,38.66,27.22,0.9454,0.9911,0.8256,1
9,12,437.04,0.27,1.73,1.43,1.66,1.37,2.33,1440.00,22.84,24.23,38.17,27.11,0.9473,0.9916,0.8256,1
9,13,460.57,0.28,1.83,1.51,1.73,1.43,2.60,1440.00,22.84,24.39,39.58,27.24,0.9417,0.9910,0.8256,1
9,14,460.21,0.30,1.82,1.51,1.73,1.43,2.78,1440.00,22.84,24.50,40.53,27.34,0.9379,0.9906,0.8256,1
9,15,465.34,0.32,1.84,1.52,1.74,1.44,2.94,1440.00,22.84,24.60,41.38,27.41,0.9345,0.9903,0.8256,1
9,16,548.94,0.31,2.17,1.79,2.03,1.67,3.41,1440.00,22.84,24.88,44.10,27.91,0.9236,0.9883,0.8256,1
9,17,471.85,0.35,1.87,1.55,1.75,1.45,3.27,1440.00,22.84,24.80,42.58,27.03,0.9297,0.9919,0.8256,1
9,18,298.75,0.43,1.19,0.99,1.13,0.94,2.59,1440.00,22.84,24.39,37.65,25.36,0.9494,0.9985,0.8256,0
9,19,85.75,0.53,0.35,0.28,0.34,0.28,0.90,1440.00,22.84,23.38,27.81,23.51,0.9888,1.0059,0.8256,0
9,20,15.10,1.00,0.06,0.05,0.06,0.05,0.30,1440.00,22.84,23.02,24.60,23.17,1.0016,1.0073,0.8256,0
9,21,0.05,1.00,0.00,0.00,0.00,0.00,0.00,1440.00,22.84,22.84,24.01,24.01,1.0040,1.0040,0.8256,0
9,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,23.11,23.11,1.0076,1.0076,0.8256,0
9,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,22.41,22.41,1.0104,1.0104,0.8256,0
9,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.84,,21.72,21.72,1.0131,1.0131,0.8256,0
10,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,22.85,,21.31,21.31,1.0148,1.0148,0.8256,0
