dayN,hourN,gtilt_Wm2,eta_th,pvt_dc_kWh,pvt_ac_kWh,pv_only_dc_kWh,pv_only_ac_kWh,th_kWh,totalFlow_kg_hr,Tin_C,Tout_C,pv_panel_C,pvt_panel_C,pv_factor,pvt_factor,ac_delivery_factor,daytime_temp_sample
292,12,419.03,0.16,1.69,1.40,1.65,1.36,1.34,1440.00,18.25,19.05,28.77,22.41,0.9849,1.0103,0.8256,1
292,13,378.08,0.16,1.53,1.26,1.50,1.24,1.20,1440.00,18.25,18.97,27.69,21.96,0.9893,1.0121,0.8256,1
292,14,360.01,0.16,1.46,1.20,1.43,1.18,1.19,1440.00,18.25,18.96,27.34,21.71,0.9906,1.0132,0.8256,1
292,15,235.58,0.13,0.96,0.79,0.95,0.78,0.60,1440.00,18.25,18.61,23.29,20.45,1.0068,1.0182,0.8256,1
292,16,201.83,0.11,0.82,0.68,0.82,0.67,0.45,1440.00,18.25,18.51,22.20,20.08,1.0112,1.0197,0.8256,1
292,17,176.87,0.10,0.72,0.60,0.72,0.59,0.34,1440.00,18.25,18.45,21.41,19.79,1.0144,1.0208,0.8256,1
292,18,31.72,0.00,0.13,0.11,0.13,0.11,0.00,,18.25,,17.12,17.12,1.0315,1.0315,0.8256,0
292,19,0.24,0.00,0.00,0.00,0.00,0.00,0.00,,18.25,,16.39,16.39,1.0345,1.0345,0.8256,0
292,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.25,,16.24,16.24,1.0350,1.0350,0.8256,0
292,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.25,,15.92,15.92,1.0363,1.0363,0.8256,0
292,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.25,,16.18,16.18,1.0353,1.0353,0.8256,0
292,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.25,,16.06,16.06,1.0358,1.0358,0.8256,0
292,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.25,,15.69,15.69,1.0372,1.0372,0.8256,0
293,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,15.62,15.62,1.0375,1.0375,0.8256,0
293,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,15.22,15.22,1.0391,1.0391,0.8256,0
293,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,15.07,15.07,1.0397,1.0397,0.8256,0
293,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,15.00,15.00,1.0400,1.0400,0.8256,0
293,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,14.62,14.62,1.0415,1.0415,0.8256,0
293,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,14.50,14.50,1.0420,1.0420,0.8256,0
293,7,61.42,0.00,0.25,0.21,0.25,0.21,0.00,,18.33,,16.75,16.75,1.0330,1.0330,0.8256,0
293,8,343.74,0.17,1.40,1.16,1.37,1.13,1.14,1440.00,18.33,19.01,25.46,20.06,0.9982,1.0198,0.8256,0
293,9,526.75,0.24,2.14,1.77,2.04,1.68,2.53,1440.00,18.33,19.84,32.93,20.92,0.9683,1.0163,0.8256,0
293,10,618.10,0.24,2.51,2.07,2.36,1.95,3.00,1440.00,18.33,20.12,35.95,21.70,0.9562,1.0132,0.8256,0
293,11,776.01,0.25,3.13,2.58,2.90,2.39,3.93,1440.00,18.33,20.68,41.63,22.98,0.9335,1.0081,0.8256,1
293,12,807.11,0.26,3.24,2.68,2.99,2.47,4.12,1440.00,18.33,20.80,43.31,23.73,0.9268,1.0051,0.8256,1
293,13,819.21,0.25,3.28,2.71,3.03,2.50,4.04,1440.00,18.33,20.75,43.61,24.42,0.9256,1.0023,0.8256,1
293,14,779.57,0.24,3.12,2.58,2.90,2.39,3.81,1440.00,18.33,20.61,42.66,24.58,0.9294,1.0017,0.8256,1
293,15,711.79,0.24,2.86,2.36,2.67,2.20,3.47,1440.00,18.33,20.40,40.70,24.23,0.9372,1.0031,0.8256,1
293,16,461.02,0.24,1.86,1.54,1.78,1.47,2.25,1440.00,18.33,19.68,33.03,22.35,0.9679,1.0106,0.8256,1
293,17,285.79,0.22,1.16,0.96,1.13,0.94,1.27,1440.00,18.33,19.09,27.17,21.14,0.9913,1.0154,0.8256,1
293,18,77.77,0.19,0.32,0.26,0.32,0.26,0.30,1440.00,18.33,18.51,20.59,19.15,1.0176,1.0234,0.8256,0
293,19,0.62,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,18.17,18.17,1.0273,1.0273,0.8256,0
293,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,18.23,18.23,1.0271,1.0271,0.8256,0
293,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,17.11,17.11,1.0316,1.0316,0.8256,0
293,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,17.05,17.05,1.0318,1.0318,0.8256,0
293,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,16.16,16.16,1.0354,1.0354,0.8256,0
293,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.33,,15.82,15.82,1.0367,1.0367,0.8256,0
294,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,15.66,15.66,1.0374,1.0374,0.8256,0
294,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,15.56,15.56,1.0378,1.0378,0.8256,0
294,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,15.53,15.53,1.0379,1.0379,0.8256,0
294,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,15.57,15.57,1.0377,1.0377,0.8256,0
294,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,15.37,15.37,1.0385,1.0385,0.8256,0
294,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,15.40,15.40,1.0384,1.0384,0.8256,0
294,7,61.52,0.00,0.25,0.21,0.25,0.21,0.00,,18.42,,17.14,17.14,1.0314,1.0314,0.8256,0
294,8,410.77,0.19,1.67,1.38,1.62,1.34,1.54,1440.00,18.42,19.34,28.25,20.92,0.9870,1.0163,0.8256,0
294,9,635.19,0.25,2.57,2.12,2.41,1.99,3.20,1440.00,18.42,20.33,37.54,22.32,0.9498,1.0107,0.8256,0
294,10,722.87,0.25,2.91,2.40,2.71,2.24,3.55,1440.00,18.42,20.54,40.50,23.63,0.9380,1.0055,0.8256,0
294,11,716.93,0.25,2.87,2.37,2.68,2.21,3.54,1440.00,18.42,20.53,41.21,24.39,0.9351,1.0024,0.8256,1
294,12,690.14,0.25,2.77,2.28,2.58,2.13,3.51,1440.00,18.42,20.51,41.17,24.50,0.9353,1.0020,0.8256,1
294,13,890.39,0.25,3.54,2.92,3.24,2.68,4.44,1440.00,18.42,21.07,47.46,26.36,0.9101,0.9946,0.8256,1
294,14,657.28,0.25,2.63,2.18,2.47,2.04,3.35,1440.00,18.42,20.42,40.37,24.45,0.9385,1.0022,0.8256,1
294,15,656.52,0.25,2.63,2.17,2.47,2.04,3.28,1440.00,18.42,20.37,40.20,24.62,0.9392,1.0015,0.8256,1
294,16,471.91,0.25,1.90,1.57,1.82,1.50,2.36,1440.00,18.42,19.82,34.33,23.13,0.9627,1.0075,0.8256,1
294,17,267.64,0.25,1.09,0.90,1.06,0.88,1.31,1440.00,18.42,19.20,27.36,21.13,0.9905,1.0155,0.8256,1
294,18,74.13,0.28,0.30,0.25,0.30,0.25,0.42,1440.00,18.42,18.67,21.15,19.16,1.0154,1.0234,0.8256,0
294,19,0.71,1.00,0.00,0.00,0.00,0.00,0.01,1440.00,18.42,18.42,18.83,18.76,1.0247,1.0249,0.8256,0
294,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,18.94,18.94,1.0242,1.0242,0.8256,0
294,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,18.34,18.34,1.0266,1.0266,0.8256,0
294,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,18.34,18.34,1.0266,1.0266,0.8256,0
294,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,17.48,17.48,1.0301,1.0301,0.8256,0
294,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.42,,17.18,17.18,1.0313,1.0313,0.8256,0
295,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,16.91,16.91,1.0324,1.0324,0.8256,0
295,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,16.35,16.35,1.0346,1.0346,0.8256,0
295,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,16.24,16.24,1.0350,1.0350,0.8256,0
295,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,16.15,16.15,1.0354,1.0354,0.8256,0
295,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,15.84,15.84,1.0366,1.0366,0.8256,0
295,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,15.70,15.70,1.0372,1.0372,0.8256,0
295,7,57.21,0.00,0.24,0.19,0.24,0.19,0.00,,18.50,,17.99,17.99,1.0280,1.0280,0.8256,0
295,8,418.14,0.20,1.70,1.40,1.64,1.36,1.68,1440.00,18.50,19.50,29.27,21.27,0.9829,1.0149,0.8256,0
295,9,611.40,0.25,2.47,2.04,2.33,1.92,3.11,1440.00,18.50,20.35,37.15,22.39,0.9514,1.0104,0.8256,0
295,10,852.01,0.26,3.43,2.83,3.13,2.59,4.50,1440.00,18.50,21.19,45.05,23.69,0.9198,1.0052,0.8256,0
295,11,975.62,0.28,3.91,3.23,3.51,2.90,5.44,1440.00,18.50,21.75,50.28,24.45,0.8989,1.0022,0.8256,1
295,12,1032.96,0.28,4.13,3.41,3.67,3.03,5.81,1440.00,18.50,21.97,52.86,25.29,0.8886,0.9988,0.8256,1
295,13,997.58,0.27,3.98,3.28,3.56,2.94,5.44,1440.00,18.50,21.75,51.66,25.81,0.8933,0.9968,0.8256,1
295,14,877.51,0.27,3.50,2.89,3.19,2.63,4.73,1440.00,18.50,21.33,48.01,25.53,0.9080,0.9979,0.8256,1
295,15,614.67,0.28,2.47,2.04,2.31,1.91,3.46,1440.00,18.50,20.57,40.13,23.69,0.9395,1.0052,0.8256,1
295,16,380.06,0.32,1.54,1.27,1.47,1.21,2.42,1440.00,18.50,19.94,33.24,21.77,0.9671,1.0129,0.8256,1
295,17,232.75,0.34,0.95,0.78,0.92,0.76,1.58,1440.00,18.50,19.44,28.05,20.54,0.9878,1.0178,0.8256,1
295,18,71.73,0.50,0.29,0.24,0.29,0.24,0.72,1440.00,18.50,18.93,22.56,19.17,1.0098,1.0233,0.8256,0
295,19,0.85,1.00,0.00,0.00,0.00,0.00,0.02,1440.00,18.50,18.51,20.24,20.16,1.0191,1.0194,0.8256,0
295,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,20.25,20.25,1.0190,1.0190,0.8256,0
295,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,18.82,18.82,1.0247,1.0247,0.8256,0
295,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,18.81,18.81,1.0248,1.0248,0.8256,0
295,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,18.09,18.09,1.0276,1.0276,0.8256,0
295,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.50,,18.02,18.02,1.0279,1.0279,0.8256,0
296,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,17.99,17.99,1.0280,1.0280,0.8256,0
296,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,17.23,17.23,1.0311,1.0311,0.8256,0
296,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,17.02,17.02,1.0319,1.0319,0.8256,0
296,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,16.73,16.73,1.0331,1.0331,0.8256,0
296,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,16.19,16.19,1.0352,1.0352,0.8256,0
296,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,15.98,15.98,1.0361,1.0361,0.8256,0
296,7,55.74,0.00,0.23,0.19,0.23,0.19,0.00,,18.58,,17.57,17.57,1.0297,1.0297,0.8256,0
296,8,424.63,0.19,1.72,1.42,1.67,1.38,1.59,1440.00,18.58,19.53,29.34,21.80,0.9826,1.0128,0.8256,0
296,9,664.90,0.26,2.68,2.21,2.50,2.06,3.51,1440.00,18.58,20.68,39.92,23.24,0.9403,1.0071,0.8256,0
296,10,855.24,0.28,3.43,2.83,3.12,2.58,4.77,1440.00,18.58,21.43,46.92,24.25,0.9123,1.0030,0.8256,0
296,11,949.63,0.30,3.80,3.14,3.39,2.80,5.69,1440.00,18.58,21.98,51.71,24.68,0.8932,1.0013,0.8256,1
296,12,1014.80,0.30,4.05,3.35,3.58,2.95,6.19,1440.00,18.58,22.28,54.80,25.42,0.8808,0.9983,0.8256,1
296,13,755.06,0.31,3.03,2.50,2.76,2.28,4.71,1440.00,18.58,21.39,46.75,24.39,0.9130,1.0024,0.8256,1
296,14,723.57,0.29,2.89,2.39,2.66,2.20,4.20,1440.00,18.58,21.09,45.00,25.08,0.9200,0.9997,0.8256,1
296,15,378.73,0.36,1.54,1.27,1.46,1.20,2.71,1440.00,18.58,20.20,34.15,21.27,0.9634,1.0149,0.8256,1
296,16,189.99,0.47,0.78,0.64,0.75,0.62,1.79,1440.00,18.58,19.65,28.15,19.63,0.9874,1.0215,0.8256,1
296,17,126.68,0.37,0.52,0.43,0.51,0.42,0.94,1440.00,18.58,19.14,23.82,19.37,1.0047,1.0225,0.8256,1
296,18,39.62,0.48,0.16,0.13,0.16,0.13,0.38,1440.00,18.58,18.81,20.66,18.86,1.0174,1.0246,0.8256,0
296,19,0.57,1.00,0.00,0.00,0.00,0.00,0.01,1440.00,18.58,18.59,19.58,19.52,1.0217,1.0219,0.8256,0
296,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,19.73,19.73,1.0211,1.0211,0.8256,0
296,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,19.55,19.55,1.0218,1.0218,0.8256,0
296,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,19.06,19.06,1.0238,1.0238,0.8256,0
296,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,17.93,17.93,1.0283,1.0283,0.8256,0
296,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.58,,17.34,17.34,1.0306,1.0306,0.8256,0
297,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,17.09,17.09,1.0316,1.0316,0.8256,0
297,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,16.72,16.72,1.0331,1.0331,0.8256,0
297,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,16.57,16.57,1.0337,1.0337,0.8256,0
297,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,16.31,16.31,1.0348,1.0348,0.8256,0
297,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.79,15.79,1.0368,1.0368,0.8256,0
297,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.68,15.68,1.0373,1.0373,0.8256,0
297,7,26.83,0.00,0.11,0.09,0.11,0.09,0.00,,18.66,,16.46,16.46,1.0342,1.0342,0.8256,0
297,8,52.67,0.00,0.22,0.18,0.22,0.18,0.00,,18.66,,17.16,17.16,1.0314,1.0314,0.8256,0
297,9,97.44,0.00,0.40,0.33,0.40,0.33,0.00,,18.66,,18.40,18.40,1.0264,1.0264,0.8256,0
297,10,79.41,0.00,0.33,0.27,0.33,0.27,0.00,,18.66,,17.78,17.78,1.0289,1.0289,0.8256,0
297,11,142.74,0.00,0.58,0.48,0.58,0.48,0.00,,18.66,,19.70,19.70,1.0212,1.0212,0.8256,1
297,12,140.26,0.00,0.57,0.47,0.57,0.47,0.00,,18.66,,19.59,19.59,1.0216,1.0216,0.8256,1
297,13,152.80,0.00,0.62,0.51,0.62,0.51,0.00,,18.66,,19.90,19.90,1.0204,1.0204,0.8256,1
297,14,171.90,0.01,0.70,0.58,0.70,0.58,0.02,1440.00,18.66,18.68,20.48,20.37,1.0181,1.0185,0.8256,1
297,15,127.47,0.00,0.52,0.43,0.52,0.43,0.00,,18.66,,19.05,19.05,1.0238,1.0238,0.8256,1
297,16,74.78,0.00,0.31,0.25,0.31,0.25,0.00,,18.66,,17.41,17.41,1.0304,1.0304,0.8256,1
297,17,49.59,0.00,0.20,0.17,0.20,0.17,0.00,,18.66,,16.65,16.65,1.0334,1.0334,0.8256,0
297,18,26.07,0.00,0.11,0.09,0.11,0.09,0.00,,18.66,,16.02,16.02,1.0359,1.0359,0.8256,0
297,19,0.47,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.32,15.32,1.0387,1.0387,0.8256,0
297,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.48,15.48,1.0381,1.0381,0.8256,0
297,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.45,15.45,1.0382,1.0382,0.8256,0
297,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.71,15.71,1.0372,1.0372,0.8256,0
297,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,15.94,15.94,1.0362,1.0362,0.8256,0
297,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.66,,16.03,16.03,1.0359,1.0359,0.8256,0
298,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.78,15.78,1.0369,1.0369,0.8256,0
298,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.65,15.65,1.0374,1.0374,0.8256,0
298,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.62,15.62,1.0375,1.0375,0.8256,0
298,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.55,15.55,1.0378,1.0378,0.8256,0
298,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.72,15.72,1.0371,1.0371,0.8256,0
298,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.80,15.80,1.0368,1.0368,0.8256,0
298,7,63.22,0.00,0.26,0.21,0.26,0.21,0.00,,18.75,,17.89,17.89,1.0285,1.0285,0.8256,0
298,8,390.83,0.14,1.58,1.30,1.54,1.27,1.13,1440.00,18.75,19.42,28.23,22.86,0.9871,1.0086,0.8256,0
298,9,534.45,0.17,2.14,1.77,2.07,1.71,1.83,1440.00,18.75,19.84,33.27,24.57,0.9669,1.0017,0.8256,0
298,10,768.39,0.18,3.04,2.51,2.88,2.38,2.73,1440.00,18.75,20.38,40.66,27.69,0.9374,0.9892,0.8256,0
298,11,904.32,0.19,3.56,2.94,3.32,2.74,3.42,1440.00,18.75,20.79,45.44,29.18,0.9182,0.9833,0.8256,1
298,12,888.70,0.19,3.50,2.89,3.27,2.70,3.45,1440.00,18.75,20.81,45.33,28.95,0.9187,0.9842,0.8256,1
298,13,888.95,0.19,3.50,2.89,3.27,2.70,3.42,1440.00,18.75,20.79,45.34,29.09,0.9186,0.9836,0.8256,1
298,14,821.20,0.19,3.24,2.68,3.04,2.51,3.14,1440.00,18.75,20.62,43.25,28.35,0.9270,0.9866,0.8256,1
298,15,652.81,0.19,2.60,2.15,2.48,2.04,2.48,1440.00,18.75,20.23,38.00,26.21,0.9480,0.9952,0.8256,1
298,16,495.62,0.19,1.99,1.64,1.92,1.58,1.84,1440.00,18.75,19.85,32.93,24.20,0.9683,1.0032,0.8256,1
298,17,223.43,0.15,0.91,0.75,0.90,0.74,0.68,1440.00,18.75,19.15,24.32,21.11,1.0027,1.0156,0.8256,1
298,18,75.60,0.03,0.31,0.26,0.31,0.25,0.04,1440.00,18.75,18.77,19.71,19.52,1.0212,1.0219,0.8256,0
298,19,1.38,0.00,0.01,0.00,0.01,0.00,0.00,,18.75,,17.36,17.36,1.0305,1.0305,0.8256,0
298,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,17.38,17.38,1.0305,1.0305,0.8256,0
298,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,16.42,16.42,1.0343,1.0343,0.8256,0
298,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,16.45,16.45,1.0342,1.0342,0.8256,0
298,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.60,15.60,1.0376,1.0376,0.8256,0
298,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.75,,15.20,15.20,1.0392,1.0392,0.8256,0
299,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,15.14,15.14,1.0394,1.0394,0.8256,0
299,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,14.85,14.85,1.0406,1.0406,0.8256,0
299,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,14.64,14.64,1.0414,1.0414,0.8256,0
299,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,14.59,14.59,1.0416,1.0416,0.8256,0
299,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,14.58,14.58,1.0417,1.0417,0.8256,0
299,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,14.64,14.64,1.0414,1.0414,0.8256,0
299,7,55.18,0.00,0.23,0.19,0.23,0.19,0.00,,18.83,,16.37,16.37,1.0345,1.0345,0.8256,0
299,8,430.70,0.15,1.74,1.44,1.70,1.40,1.30,1440.00,18.83,19.61,28.08,21.92,0.9877,1.0123,0.8256,0
299,9,674.87,0.22,2.71,2.24,2.56,2.11,3.00,1440.00,18.83,20.62,38.00,23.77,0.9480,1.0049,0.8256,0
299,10,870.65,0.24,3.48,2.88,3.20,2.65,4.24,1440.00,18.83,21.36,45.02,24.88,0.9199,1.0005,0.8256,0
299,11,976.05,0.28,3.90,3.22,3.50,2.89,5.38,1440.00,18.83,22.05,50.60,25.04,0.8976,0.9998,0.8256,1
299,12,945.85,0.30,3.80,3.13,3.39,2.80,5.67,1440.00,18.83,22.22,51.08,24.14,0.8957,1.0034,0.8256,1
299,13,737.12,0.31,2.97,2.45,2.72,2.24,4.59,1440.00,18.83,21.57,44.73,22.93,0.9211,1.0083,0.8256,1
299,14,588.25,0.31,2.37,1.96,2.21,1.83,3.65,1440.00,18.83,21.01,40.08,22.76,0.9397,1.0090,0.8256,1
299,15,620.59,0.29,2.49,2.06,2.33,1.92,3.58,1440.00,18.83,20.97,40.76,23.74,0.9369,1.0050,0.8256,1
299,16,471.79,0.29,1.90,1.57,1.81,1.49,2.72,1440.00,18.83,20.45,35.79,22.89,0.9568,1.0085,0.8256,1
299,17,283.32,0.31,1.15,0.95,1.11,0.92,1.74,1440.00,18.83,19.87,29.64,21.40,0.9814,1.0144,0.8256,1
299,18,83.63,0.45,0.34,0.28,0.34,0.28,0.74,1440.00,18.83,19.27,23.14,19.61,1.0074,1.0216,0.8256,0
299,19,1.47,1.00,0.01,0.00,0.01,0.00,0.03,1440.00,18.83,18.85,20.54,20.40,1.0179,1.0184,0.8256,0
299,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,20.50,20.50,1.0180,1.0180,0.8256,0
299,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,18.90,18.90,1.0244,1.0244,0.8256,0
299,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,18.77,18.77,1.0249,1.0249,0.8256,0
299,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,17.68,17.68,1.0293,1.0293,0.8256,0
299,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.83,,17.42,17.42,1.0303,1.0303,0.8256,0
300,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,17.17,17.17,1.0313,1.0313,0.8256,0
300,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,16.61,16.61,1.0336,1.0336,0.8256,0
300,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,16.45,16.45,1.0342,1.0342,0.8256,0
300,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,16.15,16.15,1.0354,1.0354,0.8256,0
300,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,15.49,15.49,1.0380,1.0380,0.8256,0
300,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,15.16,15.16,1.0394,1.0394,0.8256,0
300,7,57.68,0.00,0.24,0.20,0.24,0.20,0.00,,18.91,,16.96,16.96,1.0321,1.0321,0.8256,0
300,8,427.67,0.17,1.73,1.43,1.68,1.39,1.45,1440.00,18.91,19.78,28.79,21.91,0.9848,1.0124,0.8256,0
300,9,633.38,0.23,2.54,2.10,2.40,1.98,2.87,1440.00,18.91,20.63,37.83,24.19,0.9487,1.0032,0.8256,0
300,10,833.63,0.23,3.32,2.74,3.07,2.54,3.88,1440.00,18.91,21.23,44.54,26.13,0.9218,0.9955,0.8256,0
300,11,899.24,0.25,3.57,2.95,3.27,2.70,4.41,1440.00,18.91,21.55,47.49,26.56,0.9100,0.9938,0.8256,1
300,12,953.34,0.25,3.78,3.12,3.44,2.84,4.75,1440.00,18.91,21.75,49.58,27.02,0.9017,0.9919,0.8256,1
300,13,921.26,0.25,3.65,3.02,3.34,2.76,4.52,1440.00,18.91,21.61,48.59,27.13,0.9056,0.9915,0.8256,1
300,14,683.33,0.24,2.73,2.25,2.56,2.11,3.26,1440.00,18.91,20.86,40.81,25.34,0.9367,0.9986,0.8256,1
300,15,445.55,0.23,1.79,1.48,1.72,1.42,2.05,1440.00,18.91,20.14,33.15,23.43,0.9674,1.0063,0.8256,1
300,16,350.29,0.23,1.41,1.17,1.37,1.13,1.61,1440.00,18.91,19.87,30.37,22.73,0.9785,1.0091,0.8256,1
300,17,207.06,0.21,0.84,0.69,0.83,0.68,0.87,1440.00,18.91,19.43,25.27,21.15,0.9989,1.0154,0.8256,1
300,18,65.56,0.18,0.27,0.22,0.27,0.22,0.23,1440.00,18.91,19.05,20.68,19.59,1.0173,1.0216,0.8256,0
300,19,1.52,0.00,0.01,0.01,0.01,0.01,0.00,,18.91,,18.64,18.64,1.0255,1.0255,0.8256,0
300,20,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,18.52,18.52,1.0259,1.0259,0.8256,0
300,21,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,17.35,17.35,1.0306,1.0306,0.8256,0
300,22,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,17.22,17.22,1.0311,1.0311,0.8256,0
300,23,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,16.96,16.96,1.0322,1.0322,0.8256,0
300,24,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.91,,16.88,16.88,1.0325,1.0325,0.8256,0
301,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.99,,16.85,16.85,1.0326,1.0326,0.8256,0
301,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.99,,16.50,16.50,1.0340,1.0340,0.8256,0
301,4,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.99,,16.42,16.42,1.0343,1.0343,0.8256,0
301,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.99,,16.33,16.33,1.0347,1.0347,0.8256,0
301,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,,18.99,,16.18,16.18,1.0353,1.0353,0.8256,0
